TABLE_NAME|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
CommissionStatement|Balance|money|NULL|19|4|YES
CommissionStatement|IsOpeningBalance|int|NULL|10|0|NO
CompanyInfo|SetupID|int|NULL|10|0|NO
CompanyInfo|CompanyName|nvarchar|50|NULL|NULL|YES
CompanyInfo|Address|ntext|1073741823|NULL|NULL|YES
CompanyInfo|City|nvarchar|50|NULL|NULL|YES
CompanyInfo|StateOrProvince|nvarchar|20|NULL|NULL|YES
CompanyInfo|PostalCode|nvarchar|20|NULL|NULL|YES
CompanyInfo|Country|nvarchar|50|NULL|NULL|YES
CompanyInfo|PhoneNumber|nvarchar|30|NULL|NULL|YES
CompanyInfo|FaxNumber|nvarchar|30|NULL|NULL|YES
CompanyInfo|DefaultPaymentTerms|nvarchar|255|NULL|NULL|YES
CompanyInfo|DefaultInvoiceDescription|ntext|1073741823|NULL|NULL|YES
CompanyInfo|BranchID|int|NULL|10|0|YES
CompanyInfo|Photo|nvarchar|250|NULL|NULL|YES
CompanyInfo|Broker_DPA_|int|NULL|10|0|YES
CompanyInfoList|SetupID|int|NULL|10|0|NO
CompanyInfoList|CompanyName|nvarchar|50|NULL|NULL|YES
CompanyInfoList|Address|ntext|1073741823|NULL|NULL|YES
CompanyInfoList|Location|nvarchar|122|NULL|NULL|YES
CompanyInfoList|PhoneNumber|nvarchar|30|NULL|NULL|YES
CompanyInfoList|FaxNumber|nvarchar|30|NULL|NULL|YES
CompanyInfoView|CompanyName|nvarchar|50|NULL|NULL|YES
CompanyInfoView|Address|ntext|1073741823|NULL|NULL|YES
CompanyInfoView|City|nvarchar|50|NULL|NULL|YES
CompanyInfoView|StateOrProvince|nvarchar|20|NULL|NULL|YES
CompanyInfoView|PostalCode|nvarchar|20|NULL|NULL|YES
CompanyInfoView|Country|nvarchar|50|NULL|NULL|YES
CompanyInfoView|PhoneNumber|nvarchar|30|NULL|NULL|YES
CompanyInfoView|FaxNumber|nvarchar|30|NULL|NULL|YES
CompanyInfoView|Photo|nvarchar|250|NULL|NULL|YES
CompanyInfoView|Branch|nvarchar|100|NULL|NULL|NO
CompanyInfoView|Broker_DPA_|int|NULL|10|0|YES
CompanyInfoView|BrokerName|nvarchar|100|NULL|NULL|NO
CompanyInfoView|BrokerCode|nvarchar|5|NULL|NULL|NO
CompanyInfoView|Branch_DPA_|int|NULL|10|0|NO
CompletedOrderList|Order No|int|NULL|10|0|NO
CompletedOrderList|Order Date|smalldatetime|NULL|NULL|NULL|NO
CompletedOrderList|Client|nvarchar|4000|NULL|NULL|YES
CompletedOrderList|Security|nvarchar|201|NULL|NULL|NO
CompletedOrderList|Order Qty|int|NULL|10|0|NO
CompletedOrderList|Order Price|nvarchar|20|NULL|NULL|NO
CompletedOrderList|Slip No|nvarchar|20|NULL|NULL|YES
CompletedOrderList|Trade Date|smalldatetime|NULL|NULL|NULL|YES
CompletedOrderList|Qty|int|NULL|10|0|YES
CompletedOrderList|Price|money|NULL|19|4|YES
CompletedOrderList|Broker|nvarchar|5|NULL|NULL|YES
CompletedOrderList|Contract|nvarchar|50|NULL|NULL|YES
CompleteEntityList|EntityName|nvarchar|201|NULL|NULL|YES
CompleteEntityList|EntityType|nvarchar|100|NULL|NULL|NO
CompleteEntityList|Entity_DPA_|int|NULL|10|0|NO
CompleteEntityList|EntityType_DPA_|int|NULL|10|0|NO
CompleteEntityList|EntityCode|nvarchar|4000|NULL|NULL|YES
CompleteEntityList|EntityNameEx|nvarchar|4000|NULL|NULL|YES
ComputerStatement|Entity_DPA_|int|NULL|10|0|NO
ComputerStatement|TransDate|datetime|NULL|NULL|NULL|YES
ComputerStatement|Ref|nvarchar|500|NULL|NULL|YES
ComputerStatement|Particulars|nvarchar|500|NULL|NULL|YES
ComputerStatement|Debit|money|NULL|19|4|NO
ComputerStatement|Credit|money|NULL|19|4|NO
ComputerStatement|CreditBal|money|NULL|19|4|NO
ComputerStatement|IsOpeningBalance|int|NULL|10|0|NO
ComputerStatement|PaymentReceiptNo|varchar|1|NULL|NULL|NO
ComputerStatement|receipttype|int|NULL|10|0|NO
cont_ContractTotals|Contract_DPA_|int|NULL|10|0|NO
cont_ContractTotals|AgentComm|money|NULL|19|4|YES
cont_ContractTotals|BasicFee|money|NULL|19|4|YES
cont_ContractTotals|BrokerComm|money|NULL|19|4|YES
cont_ContractTotals|MSEComm|money|NULL|19|4|YES
cont_ContractTotals|VAT|money|NULL|19|4|YES
cont_ContractTotals|Gross|money|NULL|19|4|YES
cont_ContractTotals|Net|money|NULL|19|4|YES
Contract|Contract_DPA_|int|NULL|10|0|NO
Contract|Contract_EIT_|nvarchar|40|NULL|NULL|YES
Contract|ContractAPayNo|nvarchar|20|NULL|NULL|YES
Contract|ContractBPayNo|nvarchar|20|NULL|NULL|YES
Contract|ContractCPayNo|nvarchar|20|NULL|NULL|YES
Contract|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
Contract|ContractNCertificate|nvarchar|20|NULL|NULL|YES
Contract|Status_DPA_|int|NULL|10|0|NO
Contract|ContractDelivered|bit|NULL|NULL|NULL|NO
Contract|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
Contract|ContractTransferNo|nvarchar|20|NULL|NULL|YES
Contract|ContractNCDelivered|bit|NULL|NULL|NULL|NO
Contract|Voucher_DPA_|int|NULL|10|0|YES
Contract|ContractVouchered|bit|NULL|NULL|NULL|NO
Contract|ClientVoucher_DPA_|int|NULL|10|0|YES
Contract|ContractClientVouchered|bit|NULL|NULL|NULL|NO
Contract|BrokerReceiptVoucher_DPA_|int|NULL|10|0|YES
Contract|BrokerReceiptVouchered|bit|NULL|NULL|NULL|NO
Contract|ContractSettlementDate|smalldatetime|NULL|NULL|NULL|YES
Contract|IsInterBank|bit|NULL|NULL|NULL|NO
Contract|Deleted|bit|NULL|NULL|NULL|NO
Contract|ForwardRate|float|NULL|53|NULL|YES
Contract|Basis|numeric|NULL|18|0|YES
Contract|DaysInCoupon|numeric|NULL|18|0|YES
Contract|Included|int|NULL|10|0|YES
Contract|ModifiedBy|int|NULL|10|0|YES
Contract|DateModified|datetime|NULL|NULL|NULL|YES
Contract|ContractCertNo|nvarchar|50|NULL|NULL|YES
ContractCompensationByDate|TransDate|datetime|NULL|NULL|NULL|YES
ContractCompensationByDate|Gross|money|NULL|19|4|YES
ContractCompensationByDate|Commission|money|NULL|19|4|YES
ContractCompensationFunds|Contract_DPA_|int|NULL|10|0|NO
ContractCompensationFunds|ContractTransferNo|nvarchar|20|NULL|NULL|YES
ContractCompensationFunds|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
ContractCompensationFunds|Lot_DPA_|int|NULL|10|0|NO
ContractCompensationFunds|LotSlipNo|nvarchar|20|NULL|NULL|NO
ContractCompensationFunds|LotTDate|datetime|NULL|NULL|NULL|NO
ContractCompensationFunds|LotQty|int|NULL|10|0|NO
ContractCompensationFunds|LotPrice|money|NULL|19|4|YES
ContractCompensationFunds|ContractNumber|nvarchar|50|NULL|NULL|NO
ContractCompensationFunds|ContractDelivered|bit|NULL|NULL|NULL|NO
ContractCompensationFunds|ContractNCertificate|nvarchar|20|NULL|NULL|YES
ContractCompensationFunds|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
ContractCompensationFunds|ContractNCDelivered|bit|NULL|NULL|NULL|NO
ContractCompensationFunds|Voucher_DPA_|int|NULL|10|0|YES
ContractCompensationFunds|ContractVouchered|bit|NULL|NULL|NULL|NO
ContractCompensationFunds|Expr1|nvarchar|50|NULL|NULL|NO
ContractCompensationFunds|LevyAmount|money|NULL|19|4|NO
ContractCompensationFunds|LevyName|nvarchar|100|NULL|NULL|NO
ContractCompensationFunds|OrdDetailType|int|NULL|10|0|NO
ContractCompensationFunds|BrokerCode|nvarchar|5|NULL|NULL|NO
ContractCompensationFunds|OrdDetailClient|nvarchar|100|NULL|NULL|NO
ContractCompensationFunds|OrdDetailSecurity|nvarchar|100|NULL|NULL|NO
ContractCompensationFunds|OrdDetailSecType|int|NULL|10|0|NO
ContractCompensationFunds|SecurityCode|nvarchar|10|NULL|NULL|NO
ContractCompounded|Gross|money|NULL|19|4|YES
ContractCompounded|Quantity|int|NULL|10|0|YES
ContractCompounded|Security_DPA_|int|NULL|10|0|NO
ContractCompounded|SecurityCode|nvarchar|10|NULL|NULL|NO
ContractCompounded|LotPrice|money|NULL|19|4|NO
ContractCompounded|Order_DPA_|int|NULL|10|0|NO
ContractCompounded|TransDate|datetime|NULL|NULL|NULL|YES
ContractCompoundedClients|Contract_DPA_|int|NULL|10|0|NO
ContractCompoundedClients|Lot_DPA_|int|NULL|10|0|NO
ContractCompoundedClients|BrokerCode|nvarchar|5|NULL|NULL|YES
ContractCompoundedClients|OrdDetailType|nvarchar|100|NULL|NULL|NO
ContractCompoundedClients|OrdDetailSecType|nvarchar|20|NULL|NULL|NO
ContractCompoundedClients|OrderTypeSale|tinyint|NULL|3|0|NO
ContractCompoundedClients|LotSlipNo|nvarchar|20|NULL|NULL|NO
ContractCompoundedClients|LotTDate|datetime|NULL|NULL|NULL|NO
ContractCompoundedClients|LotQty|int|NULL|10|0|NO
ContractCompoundedClients|LotPrice|money|NULL|19|4|NO
ContractCompoundedClients|ContractNumber|nvarchar|50|NULL|NULL|NO
ContractCompoundedClients|OrdDetailClient|nvarchar|100|NULL|NULL|NO
ContractCompoundedClients|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
ContractCompoundedClients|LevyName|nvarchar|100|NULL|NULL|NO
ContractCompoundedClients|OrderRef|nvarchar|100|NULL|NULL|NO
ContractCompoundedClients|ClientAddr|ntext|1073741823|NULL|NULL|YES
ContractCompoundedClients|Client_DPA_|int|NULL|10|0|NO
ContractCompoundedClients|GrossAmount|money|NULL|19|4|YES
ContractCompoundedClients|Order_DPA_|int|NULL|10|0|NO
ContractCompoundedClients|SystemMaintained|int|NULL|10|0|YES
ContractCompoundedClients|LevyRatePercentage|varchar|1|NULL|NULL|NO
ContractCompoundedClients|LevyShortName|nvarchar|50|NULL|NULL|YES
ContractCompoundedClients|LevyAmount|real|NULL|24|NULL|YES
ContractCompoundedClients|ClientCDSNo|nvarchar|20|NULL|NULL|YES
ContractCompoundedClients|OrdDetail_DPA_|int|NULL|10|0|NO
ContractCompoundedClients|LevyVATAmount|money|NULL|19|4|NO
ContractCompoundedClients|ContractSettlementDate|datetime|NULL|NULL|NULL|NO
ContractDisplayList|ContractNumber|nvarchar|50|NULL|NULL|NO
ContractDisplayList|Contract_DPA_|int|NULL|10|0|NO
ContractDisplayList|OrdDetailType|nvarchar|100|NULL|NULL|YES
ContractDisplayList|LotPrice|money|NULL|19|4|NO
ContractDisplayList|LotQty|int|NULL|10|0|NO
ContractDisplayList|LotSlipNo|nvarchar|20|NULL|NULL|NO
ContractDisplayList|LotTDate|smalldatetime|NULL|NULL|NULL|NO
ContractDisplayList|ClientName|nvarchar|100|NULL|NULL|YES
ContractDisplayList|SecurityName|nvarchar|100|NULL|NULL|YES
ContractDisplayList|LevyName|nvarchar|100|NULL|NULL|NO
ContractDisplayList|LevyAmount|money|NULL|19|4|NO
ContractDisplayList|OrderTypeSale|bit|NULL|NULL|NULL|YES
ContractDisplayList|Order_DPA_|int|NULL|10|0|YES
ContractLevyList|Contract_DPA_|int|NULL|10|0|NO
ContractLevyList|ContractTransferNo|nvarchar|20|NULL|NULL|YES
ContractLevyList|ContractCertificate|nvarchar|20|NULL|NULL|YES
ContractLevyList|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
ContractLevyList|Lot_DPA_|int|NULL|10|0|YES
ContractLevyList|BrokerCode|nvarchar|5|NULL|NULL|YES
ContractLevyList|OrdDetailType|nvarchar|100|NULL|NULL|NO
ContractLevyList|OrderTypeSale|bit|NULL|NULL|NULL|NO
ContractLevyList|LotSlipNo|nvarchar|20|NULL|NULL|YES
ContractLevyList|LotTDate|smalldatetime|NULL|NULL|NULL|YES
ContractLevyList|LotQty|int|NULL|10|0|YES
ContractLevyList|LotPrice|money|NULL|19|4|YES
ContractLevyList|ContractNumber|nvarchar|50|NULL|NULL|YES
ContractLevyList|StatusDescription|nvarchar|10|NULL|NULL|YES
ContractLevyList|OrdDetailClient|nvarchar|100|NULL|NULL|NO
ContractLevyList|ContractDelivered|bit|NULL|NULL|NULL|NO
ContractLevyList|OrdDetailSecurity|nvarchar|100|NULL|NULL|NO
ContractLevyList|ContractNCertificate|nvarchar|20|NULL|NULL|YES
ContractLevyList|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
ContractLevyList|ContractNCDelivered|bit|NULL|NULL|NULL|NO
ContractLevyList|Voucher_DPA_|int|NULL|10|0|YES
ContractLevyList|ContractVouchered|bit|NULL|NULL|NULL|NO
ContractLevyList|Expr1|nvarchar|50|NULL|NULL|YES
ContractLevyList|LevyAmount|money|NULL|19|4|NO
ContractLevyList|LevyName|nvarchar|100|NULL|NULL|NO
ContractLevyTotal|Contract_DPA_|int|NULL|10|0|NO
ContractLevyTotal|LevyTotal|money|NULL|19|4|YES
ContractList|Contract_DPA_|int|NULL|10|0|NO
ContractList|ContractTransferNo|nvarchar|20|NULL|NULL|YES
ContractList|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
ContractList|Lot_DPA_|int|NULL|10|0|YES
ContractList|BrokerCode|nvarchar|5|NULL|NULL|YES
ContractList|OrdDetailType|nvarchar|100|NULL|NULL|NO
ContractList|OrderTypeSale|tinyint|NULL|3|0|NO
ContractList|LotSlipNo|nvarchar|20|NULL|NULL|YES
ContractList|LotTDate|datetime|NULL|NULL|NULL|YES
ContractList|LotQty|int|NULL|10|0|YES
ContractList|LotPrice|money|NULL|19|4|YES
ContractList|ContractNumber|nvarchar|50|NULL|NULL|YES
ContractList|StatusDescription|nvarchar|10|NULL|NULL|YES
ContractList|OrdDetailClient|nvarchar|100|NULL|NULL|NO
ContractList|ContractDelivered|bit|NULL|NULL|NULL|NO
ContractList|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
ContractList|ContractNCertificate|nvarchar|20|NULL|NULL|YES
ContractList|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
ContractList|ContractNCDelivered|bit|NULL|NULL|NULL|NO
ContractList|Voucher_DPA_|int|NULL|10|0|YES
ContractList|ContractVouchered|bit|NULL|NULL|NULL|NO
ContractList|ContractAmount|money|NULL|19|4|YES
ContractList|Client_DPA_|int|NULL|10|0|NO
ContractList|ContractCertificate|nvarchar|100|NULL|NULL|YES
ContractList|ClientVoucher_DPA_|int|NULL|10|0|YES
ContractList|ContractClientVouchered|bit|NULL|NULL|NULL|NO
ContractList|BrokerReceiptVoucher_DPA_|int|NULL|10|0|YES
ContractList|BrokerReceiptVouchered|bit|NULL|NULL|NULL|NO
ContractList|CDSTransaction|bit|NULL|NULL|NULL|YES
ContractList|IsInterBank|bit|NULL|NULL|NULL|NO
ContractList|Intertransfer|int|NULL|10|0|YES
ContractList|Settlementdate|datetime|NULL|NULL|NULL|YES
ContractListWithNet|Contract_DPA_|int|NULL|10|0|NO
ContractListWithNet|ContractTransferNo|nvarchar|20|NULL|NULL|YES
ContractListWithNet|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
ContractListWithNet|Lot_DPA_|int|NULL|10|0|YES
ContractListWithNet|BrokerCode|nvarchar|5|NULL|NULL|YES
ContractListWithNet|OrdDetailType|nvarchar|100|NULL|NULL|NO
ContractListWithNet|OrderTypeSale|bit|NULL|NULL|NULL|NO
ContractListWithNet|LotSlipNo|nvarchar|20|NULL|NULL|YES
ContractListWithNet|LotTDate|smalldatetime|NULL|NULL|NULL|YES
ContractListWithNet|LotQty|int|NULL|10|0|YES
ContractListWithNet|LotPrice|money|NULL|19|4|YES
ContractListWithNet|ContractNumber|nvarchar|50|NULL|NULL|YES
ContractListWithNet|StatusDescription|nvarchar|10|NULL|NULL|YES
ContractListWithNet|OrdDetailClient|nvarchar|100|NULL|NULL|NO
ContractListWithNet|ContractDelivered|bit|NULL|NULL|NULL|NO
ContractListWithNet|OrdDetailSecurity|nvarchar|201|NULL|NULL|NO
ContractListWithNet|ContractNCertificate|nvarchar|20|NULL|NULL|YES
ContractListWithNet|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
ContractListWithNet|ContractNCDelivered|bit|NULL|NULL|NULL|NO
ContractListWithNet|Voucher_DPA_|int|NULL|10|0|YES
ContractListWithNet|ContractVouchered|bit|NULL|NULL|NULL|NO
ContractListWithNet|ContractAmount|money|NULL|19|4|YES
ContractListWithNet|Client_DPA_|int|NULL|10|0|NO
ContractListWithNet|ContractCertificate|nvarchar|100|NULL|NULL|YES
ContractListWithNet|ClientVoucher_DPA_|int|NULL|10|0|YES
ContractListWithNet|ContractClientVouchered|bit|NULL|NULL|NULL|NO
ContractListWithNet|BrokerReceiptVoucher_DPA_|int|NULL|10|0|YES
ContractListWithNet|BrokerReceiptVouchered|bit|NULL|NULL|NULL|NO
ContractListWithNet|NetAmount|real|NULL|24|NULL|YES
ContractNewCertList|Contract_DPA_|int|NULL|10|0|NO
ContractNewCertList|ContractTransferNo|nvarchar|20|NULL|NULL|YES
ContractNewCertList|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
ContractNewCertList|Lot_DPA_|int|NULL|10|0|YES
ContractNewCertList|BrokerCode|nvarchar|5|NULL|NULL|YES
ContractNewCertList|OrdDetailType|nvarchar|100|NULL|NULL|NO
ContractNewCertList|OrderTypeSale|tinyint|NULL|3|0|NO
ContractNewCertList|LotSlipNo|nvarchar|20|NULL|NULL|YES
ContractNewCertList|LotTDate|datetime|NULL|NULL|NULL|YES
ContractNewCertList|LotQty|int|NULL|10|0|YES
ContractNewCertList|LotPrice|money|NULL|19|4|YES
ContractNewCertList|ContractNumber|nvarchar|50|NULL|NULL|YES
ContractNewCertList|StatusDescription|nvarchar|10|NULL|NULL|YES
ContractNewCertList|OrdDetailClient|nvarchar|100|NULL|NULL|NO
ContractNewCertList|ContractDelivered|bit|NULL|NULL|NULL|NO
ContractNewCertList|OrdDetailSecurity|nvarchar|121|NULL|NULL|NO
ContractNewCertList|ContractNCertificate|nvarchar|20|NULL|NULL|YES
ContractNewCertList|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
ContractNewCertList|ContractNCDelivered|bit|NULL|NULL|NULL|NO
ContractNewCertList|SecurityCode|nvarchar|71|NULL|NULL|YES
ContractNewCertList|Deleted|bit|NULL|NULL|NULL|NO
ContractNewCertList|Settlementdate|datetime|NULL|NULL|NULL|YES
Contracts|Contract_DPA_|int|NULL|10|0|NO
Contracts|Contract_EIT_|nvarchar|40|NULL|NULL|YES
Contracts|ContractAPayNo|nvarchar|20|NULL|NULL|YES
Contracts|ContractBPayNo|nvarchar|20|NULL|NULL|YES
Contracts|ContractCPayNo|nvarchar|20|NULL|NULL|YES
Contracts|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
Contracts|ContractNCertificate|nvarchar|20|NULL|NULL|YES
Contracts|Status_DPA_|int|NULL|10|0|NO
Contracts|ContractDelivered|bit|NULL|NULL|NULL|NO
Contracts|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
Contracts|ContractTransferNo|nvarchar|20|NULL|NULL|YES
Contracts|ContractNCDelivered|bit|NULL|NULL|NULL|NO
Contracts|Voucher_DPA_|int|NULL|10|0|YES
Contracts|ContractVouchered|bit|NULL|NULL|NULL|NO
Contracts|ClientVoucher_DPA_|int|NULL|10|0|YES
Contracts|ContractClientVouchered|bit|NULL|NULL|NULL|NO
Contracts|BrokerReceiptVoucher_DPA_|int|NULL|10|0|YES
Contracts|BrokerReceiptVouchered|bit|NULL|NULL|NULL|NO
Contracts|ContractSettlementDate|smalldatetime|NULL|NULL|NULL|YES
Contracts|IsInterBank|bit|NULL|NULL|NULL|NO
Contracts|Deleted|bit|NULL|NULL|NULL|NO
Contracts|ForwardRate|float|NULL|53|NULL|YES
Contracts|Basis|numeric|NULL|18|0|YES
Contracts|DaysInCoupon|numeric|NULL|18|0|YES
Contracts|Included|int|NULL|10|0|YES
Contracts|ModifiedBy|int|NULL|10|0|YES
Contracts|DateModified|datetime|NULL|NULL|NULL|YES
ContractStamps|Contract_DPA_|int|NULL|10|0|NO
ContractStamps|ContractTransferNo|nvarchar|20|NULL|NULL|YES
ContractStamps|ContractDeliveryDate|smalldatetime|NULL|NULL|NULL|YES
ContractStamps|Lot_DPA_|int|NULL|10|0|NO
ContractStamps|LotSlipNo|nvarchar|20|NULL|NULL|NO
ContractStamps|LotTDate|smalldatetime|NULL|NULL|NULL|NO
ContractStamps|LotQty|int|NULL|10|0|NO
ContractStamps|LotPrice|money|NULL|19|4|YES
ContractStamps|ContractNumber|nvarchar|50|NULL|NULL|NO
ContractStamps|ContractDelivered|bit|NULL|NULL|NULL|NO
ContractStamps|ContractNCertificate|nvarchar|20|NULL|NULL|YES
ContractStamps|ContractNCDate|smalldatetime|NULL|NULL|NULL|YES
ContractStamps|ContractNCDelivered|bit|NULL|NULL|NULL|NO
ContractStamps|Voucher_DPA_|int|NULL|10|0|YES
ContractStamps|ContractVouchered|bit|NULL|NULL|NULL|NO
ContractStamps|Expr1|nvarchar|50|NULL|NULL|NO
ContractStamps|LevyAmount|money|NULL|19|4|NO
ContractStamps|LevyName|nvarchar|100|NULL|NULL|NO
ContractStamps|OrdDetailType|int|NULL|10|0|NO
ContractStamps|BrokerCode|nvarchar|5|NULL|NULL|NO
ContractStamps|OrdDetailClient|nvarchar|100|NULL|NULL|NO
ContractStamps|OrdDetailSecurity|nvarchar|100|NULL|NULL|NO
ContractStamps|OrdDetailSecType|int|NULL|10|0|NO
ContractStamps|SecurityCode|nvarchar|10|NULL|NULL|NO
ContractStampsByDate|TransDate|datetime|NULL|NULL|NULL|YES
ContractStampsByDate|Gross|money|NULL|19|4|YES
ContractStampsByDate|Commission|money|NULL|19|4|YES
ControlAccountHistory|Entity_DPA_|varchar|506|NULL|NULL|YES
ControlAccountHistory|TransDate|datetime|NULL|NULL|NULL|NO
ControlAccountHistory|Ref|varchar|1|NULL|NULL|NO
ControlAccountHistory|Particulars|varchar|1|NULL|NULL|NO
ControlAccountHistory|Debit|money|NULL|19|4|YES
ControlAccountHistory|Credit|money|NULL|19|4|YES
ControlAccountHistory|IsOpeningBalance|int|NULL|10|0|NO
ControlAccountHistory|Balance|money|NULL|19|4|YES
ControlAccountHistory|EntityName|nvarchar|100|NULL|NULL|YES
CPaymentList|CPaymentAmount|money|NULL|19|4|NO
CPaymentList|CPaymentPDate|smalldatetime|NULL|NULL|NULL|NO
CPaymentList|CPaymentPayment|nvarchar|122|NULL|NULL|YES
CPaymentList|CPayment_DPA_|int|NULL|10|0|NO
CPortfolio|Client_DPA_|int|NULL|10|0|NO
CPortfolio|CPortfolio_DPA_|int|NULL|10|0|NO
CPortfolio|CPortfolio_EIT_|nvarchar|40|NULL|NULL|YES
CPortfolio|CPortfolioPDate|smalldatetime|NULL|NULL|NULL|NO
CPortfolio|CPortfolioPrice|money|NULL|19|4|NO
CPortfolio|CPortfolioQty|int|NULL|10|0|NO
CPortfolio|Security_DPA_|int|NULL|10|0|NO
CPortfolio|Reference|nvarchar|500|NULL|NULL|YES
CPortfolio|narrative|nvarchar|500|NULL|NULL|YES
CPortfolio|Deleted|int|NULL|10|0|YES
CPortfolio|Modified|datetime|NULL|NULL|NULL|YES
CPortfolio|ModifiedBy|int|NULL|10|0|YES
CPortfolio|Offering_DPA_|int|NULL|10|0|YES
CPortfolio|RightIssue_DPA_|int|NULL|10|0|YES
CPortfolio|ShareQty|int|NULL|10|0|YES
CPortfolio|EntitledQty|int|NULL|10|0|YES
CPortfolio|TotalPurchases|int|NULL|10|0|YES
CPortfolio|TotalSales|int|NULL|10|0|YES
CPortfolio|RenouncedQty|int|NULL|10|0|YES
CPortfolio|ExtraAllotedQty|int|NULL|10|0|YES
CPortfolioList|CPortfolioClient|nvarchar|100|NULL|NULL|NO
CPortfolioList|CPortfolioPrice|money|NULL|19|4|NO
CPortfolioList|CPortfolioQty|int|NULL|10|0|NO
CPortfolioList|CPortfolioSecurity|nvarchar|100|NULL|NULL|NO
CPortfolioList|CPortfolio_DPA_|int|NULL|10|0|NO
CPortfolioList|Client_DPA_|int|NULL|10|0|NO
CPortfolioList|Security_DPA_|int|NULL|10|0|NO
CPortfolioList|CPortfolioPDate|smalldatetime|NULL|NULL|NULL|NO
CPortfolioList|Reference|nvarchar|50|NULL|NULL|YES
CReceiptsList|CPaymentAmount|money|NULL|19|4|NO
CReceiptsList|CPaymentPDate|smalldatetime|NULL|NULL|NULL|NO
CReceiptsList|CPaymentPayment|nvarchar|122|NULL|NULL|YES
CReceiptsList|CPayment_DPA_|int|NULL|10|0|NO
Creditors|Client_DPA_|int|NULL|10|0|NO
Creditors|LastDate|datetime|NULL|NULL|NULL|YES
Creditors|Balance|money|NULL|19|4|YES
CurrentBalances|CurrentBal|money|NULL|19|4|YES
CurrentBalances|Client_DPA_|int|NULL|10|0|NO
CustodianCharges_Final|Agent_DPA_|int|NULL|10|0|YES
CustodianCharges_Final|AgentName|nvarchar|100|NULL|NULL|YES
CustodianCharges_Final|Client_DPA_|int|NULL|10|0|NO
CustodianCharges_Final|ClientName|nvarchar|100|NULL|NULL|NO
CustodianCharges_Final|Date|datetime|NULL|NULL|NULL|NO
CustodianCharges_Final|Type|nvarchar|100|NULL|NULL|NO
CustodianCharges_Final|Security|nvarchar|50|NULL|NULL|NO
CustodianCharges_Final|Broker|nvarchar|5|NULL|NULL|NO
CustodianCharges_Final|Contract|nvarchar|50|NULL|NULL|NO
CustodianCharges_Final|Slip|nvarchar|20|NULL|NULL|NO
CustodianCharges_Final|Price|money|NULL|19|4|NO
CustodianCharges_Final|Qty|int|NULL|10|0|NO
CustodianCharges_Final|Gross|money|NULL|19|4|YES
CustodianCharges_Final|TotalCharges|money|NULL|19|4|YES
CustodianCharges_Final|ProperCharges|money|NULL|19|4|YES
CustodianCharges_Final|AdditionalCharge|money|NULL|19|4|YES
CustodianCharges_ProperCharges|Date|datetime|NULL|NULL|NULL|NO
CustodianCharges_ProperCharges|Type|nvarchar|100|NULL|NULL|NO
CustodianCharges_ProperCharges|Security|nvarchar|50|NULL|NULL|NO
CustodianCharges_ProperCharges|Broker|nvarchar|5|NULL|NULL|NO
CustodianCharges_ProperCharges|Contract|nvarchar|50|NULL|NULL|NO
CustodianCharges_ProperCharges|Slip|nvarchar|20|NULL|NULL|NO
CustodianCharges_ProperCharges|Price|money|NULL|19|4|NO
CustodianCharges_ProperCharges|Qty|int|NULL|10|0|NO
CustodianCharges_ProperCharges|Gross|money|NULL|19|4|YES
CustodianCharges_ProperCharges|Proper Charges|money|NULL|19|4|YES
CustodianClient|Client_DPA_|int|NULL|10|0|NO
CustodianClient|ClientName|nvarchar|100|NULL|NULL|NO
CustodianCommission|Contract_DPA_|int|NULL|10|0|NO
CustodianCommission|TransDate|datetime|NULL|NULL|NULL|YES
CustodianCommission|OrderTypeDescription|nvarchar|100|NULL|NULL|NO
CustodianCommission|SecurityName|nvarchar|114|NULL|NULL|YES
CustodianCommission|BrokerName|nvarchar|5|NULL|NULL|YES
CustodianCommission|ContractNumber|nvarchar|50|NULL|NULL|NO
CustodianCommission|LotSlipNo|nvarchar|20|NULL|NULL|NO
CustodianCommission|LotPrice|money|NULL|19|4|NO
CustodianCommission|LotQty|int|NULL|10|0|NO
CustodianCommission|NetCharges|float|NULL|53|NULL|YES
CustodianCommission|LotGrossAmount|money|NULL|19|4|YES
CustodianCommission|Client_DPA_|int|NULL|10|0|NO
