TRANSACTION STATEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000929,,,,,,,,,,NICO,18,,,,,0,1643.71,,,,29586.78,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005391,,,,,,,,,,FDHB,1388,,,,,0,568.83,,,,789536.04,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006267,,,,,,,,,,FDHB,0,,,,,1388,568.83,,,,789536.04,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004190,,,,,,,,,,FMBCH,1497,,,,,0,1649.99,,,,2470035,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000006267,,,,,,,,,,FMBCH,0,,,,,1497,1649.99,,,,2470035,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000820,,,,,,,,,,ILLOVO,318,,,,,0,2948.67,,,,937677.06,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000820,,,,,,,,,,ILLOVO,183,,,,,0,2948.67,,,,539606.61,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004974,,,,,,,,,,FDHB,0,,,,,86945,568.8000000000001,,,,49454320,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005052,,,,,,,,,,FDHB,86945,,,,,0,568.8000000000001,,,,49454320,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004190,,,,,,,,,,FMBCH,598,,,,,0,1649.99,,,,986694.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007579,,,,,,,,,,FMBCH,0,,,,,598,1649.99,,,,986694.02,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000000277,,,,,,,,,,FMBCH,2700,,,,,0,1649.98,,,,4454946,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000003071,,,,,,,,,,FMBCH,0,,,,,2700,1649.98,,,,4454946,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000004190,,,,,,,,,,FMBCH,4837,,,,,0,1649.99,,,,7981002,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000002565,,,,,,,,,,AIRTEL,870,,,,,0,112.48,,,,97857.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007761,,,,,,,,,,AIRTEL,0,,,,,870,112.48,,,,97857.6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000005391,,,,,,,,,,FDHB,311,,,,,0,568.8000000000001,,,,176896.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007761,,,,,,,,,,FDHB,0,,,,,311,568.8000000000001,,,,176896.8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007480,,,,,,,,,,NBM,19,,,,,0,10999.3,,,,208987.46,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CEDAXXX0000000000007761,,,,,,,,,,NBM,0,,,,,19,10999.3,,,,208987.46,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Date wise Total,,,,,,,,,,,,350745,,,,,212660,,,,,,,,,,
,Participant wise Total,,,,,,,,,,,,,350745,,,,,212660,,,,,,,,,,
Grand Total,,,,,,,,,,,,,,350745,,,,,212660,,,,,,,,,,
